"","category","month","year","pageimpressions","CR"
"1","Augen-, Ohren- & Nasenmedikamente",6,2019,50553,0.427966688426008
"2","Augen-, Ohren- & Nasenmedikamente",2,2019,60818,0.320036831201289
"3","Augen-, Ohren- & Nasenmedikamente",11,2019,60295,0.419786051911435
"4","Augen-, Ohren- & Nasenmedikamente",10,2019,53851,0.403985069915136
"5","Augen-, Ohren- & Nasenmedikamente",8,2019,48177,0.418706021545551
"6","Augen-, Ohren- & Nasenmedikamente",5,2019,60403,0.386669536281311
"7","Augen-, Ohren- & Nasenmedikamente",7,2019,49833,0.429273774406518
"8","Augen-, Ohren- & Nasenmedikamente",12,2019,56467,0.427099013583155
"9","Augen-, Ohren- & Nasenmedikamente",4,2019,61108,0.327943968056556
"10","Augen-, Ohren- & Nasenmedikamente",9,2019,48351,0.397385783127546
"11","Augen-, Ohren- & Nasenmedikamente",1,2019,66158,0.301067142295716
"12","Augen-, Ohren- & Nasenmedikamente",3,2019,63310,0.32917390617596
