"","category","month","year","pageimpressions","CR"
"1","Schmerzmittel",12,2019,53256,0.417905963647289
"2","Schmerzmittel",7,2019,48538,0.418702871976596
"3","Schmerzmittel",1,2019,58183,0.343880514927041
"4","Schmerzmittel",11,2019,56052,0.394651395133091
"5","Schmerzmittel",5,2019,NA,0.374905649422284
"6","Schmerzmittel",10,2019,52883,0.380367982149273
"7","Schmerzmittel",6,2019,45100,0.411441241685144
"8","Schmerzmittel",4,2019,48094,0.347610928598162
"9","Schmerzmittel",9,2019,53821,0.381170918414745
"10","Schmerzmittel",2,2019,48637,0.361391533194893
"11","Schmerzmittel",3,2019,52331,0.351760906537234
"12","Schmerzmittel",8,2019,53018,0.41525519634841
